,GC.RM.8672.BT5011.1_quant,GC.RM.8672.BT5011.10_quant,GC.RM.8672.BT5011.11_quant,GC.RM.8672.BT5011.12_quant,GC.RM.8672.BT5011.141_quant,GC.RM.8672.BT5011.142_quant,GC.RM.8672.BT5011.143_quant,GC.RM.8672.BT5011.144_quant,GC.RM.8672.BT5011.145_quant,GC.RM.8672.BT5011.146_quant,GC.RM.8672.BT5011.147_quant,GC.RM.8672.BT5011.148_quant,GC.RM.8672.BT5011.149_quant,GC.RM.8672.BT5011.150_quant,GC.RM.8672.BT5011.151_quant,GC.RM.8672.BT5011.152_quant,GC.RM.8672.BT5011.2_quant,GC.RM.8672.BT5011.3_quant,GC.RM.8672.BT5011.4_quant,GC.RM.8672.BT5011.5_quant,GC.RM.8672.BT5011.6_quant,GC.RM.8672.BT5011.7_quant,GC.RM.8672.BT5011.8_quant,GC.RM.8672.BT5011.9_quant
ENSRNOG00000004387,6.703404,6.369727,4.223201,4.424603,6.187762,7.25098,21.024241,8.080824,5.505661,5.525056,7.693662,4.493217,6.326234,5.603399,5.339398,7.334795,6.692094,9.388174,8.861337,5.377587,6.60172,4.290615,6.364519,5.715566
ENSRNOG00000004390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004391,1359.550204,1410.080615,1286.67646,1332.165755,1132.614746,1087.25403,239.05286,1564.151522,1415.575609,1413.621892,1489.710003,1484.589325,1453.250281,1418.654873,1280.245239,1610.089995,1291.663375,1433.81691,1169.39804,690.092063,1013.323808,1285.319949,1641.885526,1238.306093
ENSRNOG00000004392,0.160496,0.16662,0.133135,0.108736,0.184404,0.162638,0.102021,0.278169,0.220614,0.149814,0.163292,0.827585,0.466295,0.148759,0.382834,0.208618,0.049358,0.13646,0.214986,0.220345,0,0.1934,0.198762,0.117479
ENSRNOG00000004393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030823,0,0,0,0.119402,0,0,0.02452,0,0
ENSRNOG00000004395,17.517079,14.503426,9.389533,9.682765,8.258144,7.386447,5.833204,12.164345,10.283912,10.636554,11.765333,12.893802,12.968135,10.242959,10.344542,11.532588,5.316443,5.506862,5.092762,5.514436,7.941124,13.091115,7.524145,10.689622
ENSRNOG00000004398,0.121735,0.075858,0.136554,0,0.159445,0.059852,0,0.23214,0.173521,0.139574,0.156638,0.19837,0.129409,0.213857,0.183017,0.138198,0.019807,0.068416,0.086738,0.06694,0.131349,0.11716,0.01849,0.027146
ENSRNOG00000004399,0.200863,0,0.2965,0.109306,0,0.209454,0.120606,0.154455,0.264331,0.258257,0.072929,0.234674,0.577992,0.400297,0,0.261606,0,0.31446,0.145283,0,0.042474,0.276467,0.055264,0.119484
ENSRNOG00000004400,85.970659,94.343403,92.896119,85.419651,42.172525,42.229359,13.379256,80.557987,65.126034,63.960714,66.940214,62.258701,69.143038,84.294655,88.332679,54.554511,35.166204,46.653949,47.459383,41.704611,41.97169,112.005875,69.518067,104.778321
ENSRNOG00000004401,30.974127,31.184104,34.284047,41.909877,37.62457,48.906181,16.206399,41.12351,50.705097,42.383458,37.067976,38.184315,39.594572,49.130692,36.43987,49.828429,42.610377,45.259856,34.09903,37.415841,61.971902,30.715261,48.83998,41.04919
ENSRNOG00000004402,73.107397,35.976523,23.28609,22.065036,8.980603,9.778761,2.079427,26.567415,40.617736,15.184683,28.050895,31.647107,34.203485,36.504058,24.632962,27.613357,7.519265,9.638236,7.514895,8.806597,8.645378,54.833317,18.636699,30.501912
ENSRNOG00000004403,7.571963,6.853076,3.648748,2.688712,3.697082,3.867922,2.819417,7.936756,5.514243,5.708532,5.220667,6.478293,7.393167,4.945786,4.434726,5.780106,1.511976,2.762258,2.047786,2.288229,2.305728,6.267719,4.59552,4.441897
ENSRNOG00000004404,0.116181,0,0.097111,0,0,0,0,0,0,0.171682,0,0,0.085844,0,0.403219,0,0,0,0.159013,0,0,0,0,0
ENSRNOG00000004405,1516.275574,1438.360186,987.423936,759.239919,730.112153,591.171624,429.479466,1064.758169,1162.217345,914.608142,1351.419331,1336.281219,1410.221097,1042.927886,1104.288734,1025.681303,595.337202,663.953948,475.509067,388.908877,477.894164,1530.365206,1035.15353,1316.900295
ENSRNOG00000004409,0.592203,0.789872,0.562409,0.327525,0.599535,0.529277,0.179204,0.769469,0.966015,0.441138,0.647449,1.350243,1.017892,0.945272,0.587092,0.598986,0.290557,0.621327,0.626363,0.231722,0.505799,0.964146,0.616513,0.885256
ENSRNOG00000004410,0,0.054159,0,0,0,0,0,0,0,0.205324,0,0.131477,0,0,0,0,0,0,0,0,0,0,0,0.154922
ENSRNOG00000004411,0.949947,1.52973,1.41041,0.653811,2.011101,1.161037,0,2.28299,1.498166,2.498485,1.086088,8.635033,1.556803,0.647245,1.923131,1.19102,0.620096,1.720968,2.449973,2.775178,1.256031,1.176738,0.907512,2.301832
ENSRNOG00000004412,0.065686,0.068163,0.054543,0.02543,0.137042,0.096746,0,0.142272,0.193158,0.146944,0.033471,0.276143,0.286907,0.289951,0.113955,0.062046,0.040753,0.028183,0.088237,0.150086,0.1572,0.181239,0.100495,0.027485
ENSRNOG00000004414,63.529985,58.079471,55.936856,42.367515,25.387188,22.895377,4.635706,52.522504,58.200524,50.528154,61.586086,56.516241,74.407268,51.130139,52.978446,56.60816,23.393094,27.765883,26.258194,15.326353,20.090013,63.424702,54.855489,51.836686
ENSRNOG00000004415,1.810831,1.090011,1.094778,0.431056,1.356283,0.996648,0.471867,1.756718,1.374732,1.414123,1.439519,1.821893,1.731695,0.905915,1.421045,1.309133,0.458528,0.849477,0.819538,0.72825,0.962426,1.24788,1.113881,1.162641
ENSRNOG00000004417,1.501294,1.894276,2.697023,0.722594,1.624069,1.821921,0.446944,3.022779,1.852557,2.630087,2.732002,2.556733,2.780381,2.303789,2.745365,1.608952,1.265369,2.030838,1.310387,0.926318,1.407198,1.877249,1.679901,1.324623
ENSRNOG00000004419,16.842171,4.730478,13.117774,14.12946,5.113026,6.74328,0,6.389695,16.114576,0,7.774138,11.152876,16.654883,2.136846,12.302965,0,2.747238,0,0,0,0,14.546629,0,5.946883
ENSRNOG00000004420,26.885493,29.158712,21.540852,23.419236,23.883034,18.397332,9.801063,23.845035,26.939218,23.870582,24.583706,29.867944,27.075515,25.323142,23.189566,25.85717,15.882457,14.755505,15.36477,17.188946,15.943827,26.179868,21.453467,28.12239
ENSRNOG00000004421,3.531577,3.198423,2.714019,2.642693,2.138201,2.532284,1.928396,3.183446,3.895308,3.326137,3.667198,4.547806,3.962094,2.781092,2.878247,3.987378,1.812154,2.667063,1.445736,0.650539,1.419075,3.28208,3.309101,3.708167
ENSRNOG00000004423,11.223275,6.932101,3.96291,3.683211,0.864743,1.14669,0.944246,7.20652,9.263914,4.027452,5.407669,7.530819,8.830347,8.185743,6.061209,7.632897,1.281297,3.945383,0.957343,0.54096,0.709264,11.499055,3.395875,8.283511
ENSRNOG00000004424,1.340278,1.52716,0.80416,1.694264,0.782616,1.390102,1.042853,1.161695,1.26453,1.405903,1.543895,1.73849,0.93113,0.924106,1.133332,1.566446,1.039538,0.997001,0.936323,0.776221,0.499352,0.668096,0.688893,1.677118
ENSRNOG00000004425,0.384063,0.796835,0.390081,0.363459,0.640382,0.50253,1.120868,0.665363,0.56591,0.699307,0.827382,0.681057,0.497913,0.822177,0.814379,0.684828,0.133271,0.295051,0.201074,0.350636,0.30615,0.648472,0.327381,0.535849
ENSRNOG00000004426,0,1.350251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.949762,0,0,0,0,4.307604,0
ENSRNOG00000004430,2.005338,2.292371,1.592274,1.260169,1.504306,1.327262,0.517213,2.442583,1.601107,1.539353,2.486752,3.202316,2.621722,1.808147,2.168014,2.114314,1.474766,2.636333,2.008898,1.009795,0.660948,2.244133,1.998662,2.407584
ENSRNOG00000004437,0.528768,0.60318,0.703621,0.122826,0.044038,0.077789,0,0.549527,0.19522,0.590135,0.324186,1.02053,0.270411,0.320722,0.366956,0.249421,0.232821,0.322297,0.249718,0.964404,0.631758,0.402328,0.406879,0.70846
ENSRNOG00000004438,0,0,0,0,0,0,0,0.024,0,0,0,0.093204,0,0,0,0,0,0,0,0,0,0.057279,0,0
ENSRNOG00000004440,0,0,0,0.058464,0.125962,0.027795,0,0.065412,0.166708,0.337646,0.192504,0.158638,0.027508,0.10536,0,0.03565,0,0.097537,0.025385,0,0,0.130299,0,0
ENSRNOG00000004441,0.140136,0.290483,0.17506,0,0.291268,0,0.296733,0.606624,0.36354,0.364239,0.215281,0.645667,0.205386,0.721783,0.547073,0.132064,0.356827,0.185378,0.237272,0,0.209014,0.194329,0,0.352236
ENSRNOG00000004442,3.492068,2.038294,2.103652,1.345205,2.541243,1.549509,0.647916,2.951063,2.813132,2.674969,3.19825,3.891573,3.355035,2.148557,3.601582,3.580957,1.290641,1.223681,1.441996,1.002081,1.342486,3.240766,1.82574,2.26705
ENSRNOG00000004443,0,0,0,0,0,0,0,0,0,0,0,0,0.049218,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004444,0.502044,0.578424,0.046404,0.259151,0,0.205126,0,0.193231,0.411037,0.123313,0.395505,0.605658,0.522923,0.363269,0.429055,0.630348,0.17235,0.095442,0.225953,0,0,0.956049,0.343685,0.700744
ENSRNOG00000004448,99.177858,72.90859,57.482767,56.821721,59.854603,71.16655,36.133282,75.455855,107.403173,58.195706,75.850356,67.914906,72.509767,77.224576,58.988752,100.703667,44.844697,44.972268,47.399518,41.473608,50.107546,88.079141,58.01091,65.32211
ENSRNOG00000004449,11.147001,7.154233,7.356657,5.534676,4.164265,3.272964,0.508189,8.009234,9.811782,6.101421,6.841794,14.055763,8.686966,6.54969,7.371513,6.037248,3.012427,2.64944,3.403926,2.41675,3.255598,7.880187,5.418779,7.575696
ENSRNOG00000004451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004452,0.114091,0,0,0.353361,0.188868,0.16725,0,0,0,0,0,0,0,0,0,0,0.149868,0,0,0,0.271359,0,0,0.095722
ENSRNOG00000004453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004456,0.054407,0,0,0,0,0,0,0.094236,0,0,0.055606,0,0,0,0,0.051323,0,0,0,0,0,0,0,0
ENSRNOG00000004457,0,0,0,0,0,0,0,0.092568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004458,1.940486,0.953807,0.282711,0.289955,0.056814,0.376034,0,0.707856,0.675917,0.203061,0.520507,0.286204,0.594917,0.949341,0.324833,0.321545,0.084555,0.555534,0.045743,0.062221,0.040733,1.103886,0.104205,0.313403
ENSRNOG00000004459,24.705982,25.093305,18.451319,31.010704,38.320577,65.421096,78.581096,55.095762,37.466472,39.631764,39.179648,40.885616,29.864858,40.033213,37.299457,42.688753,41.672197,60.147156,30.913595,24.827719,44.389728,34.938726,41.788255,30.955874
ENSRNOG00000004461,0.980788,0.505475,0.621341,0.569686,1.001873,1.248917,1.450497,1.904061,2.079195,0.357333,1.285402,2.624457,2.040703,1.190934,2.554731,1.829039,1.2425,2.729756,0.518721,1.314258,0.288815,0.522846,1.00044,0.206577
ENSRNOG00000004464,63.635942,38.697956,34.466045,28.845808,23.654235,20.448448,7.175879,31.39271,40.952449,30.657327,31.740427,39.897705,39.332243,41.693136,32.001344,42.921587,16.768624,21.968446,19.966769,16.778518,21.415092,41.260211,25.132569,36.078773
ENSRNOG00000004466,48.220539,33.345494,27.112085,19.128656,9.010154,5.874721,4.028472,33.000328,26.317285,13.986718,27.316461,32.218125,28.97448,32.201814,29.912783,24.221539,7.505741,10.222158,9.69918,8.060161,11.865732,40.739444,18.777969,34.087734
ENSRNOG00000004470,0.106212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004471,7.259878,9.082676,9.512195,10.07144,8.189892,5.917025,3.585457,13.174062,9.48115,7.985018,11.509472,10.189767,10.0302,12.971807,10.148007,9.863648,9.774072,9.555759,6.11997,2.743972,4.021062,8.846759,9.522941,9.978334
ENSRNOG00000004473,0.360568,0.540333,0.099857,0.186122,0.233864,0.088474,0,0.27764,0.678483,0.447762,0.367816,0.302948,0.642451,0.223717,0.590791,0.643038,0.149874,0.069119,0.080856,0.10976,0.047913,0.553256,0.368541,0.637169
ENSRNOG00000004474,20.49003,19.370418,15.298238,12.510259,12.691048,9.411425,0,20.727746,29.074449,16.967923,17.165188,27.849638,22.088156,20.007781,15.085102,25.918106,9.31174,10.637023,9.112481,5.63183,6.92463,21.757346,19.304464,18.64423
ENSRNOG00000004476,0.149371,0.103278,0.124198,0,0.08296,0,0,0.086247,0.14696,0.037059,0.152569,0.125381,0.109066,0.092864,0.129575,0.093963,0.062504,0.043257,0,0,0,0.068851,0.229668,0.375212
ENSRNOG00000004477,6.172653,6.457072,4.593717,3.982848,5.095042,5.018,0.688059,7.362043,7.078652,7.371435,7.083166,8.313736,8.665032,6.2669,5.307693,7.712723,2.249835,3.775332,4.421416,2.221682,3.88116,5.431674,4.084653,5.531894
ENSRNOG00000004479,0.942198,1.319314,0.861569,0.98487,0.667379,0.415972,0.439049,0.775275,0.799059,0.385813,0.721524,0.9493,0.893926,0.768394,1.021651,0.755813,0.914967,0.449325,0.634847,0.472875,0.675725,1.172169,0.977095,0.512752
ENSRNOG00000004481,77.748584,35.254447,40.812228,33.750935,36.482438,33.104372,11.083514,36.43993,34.745805,44.248511,35.748294,37.92574,42.378752,42.154916,33.514233,40.367245,28.38182,25.743598,29.697613,23.129578,26.967892,34.765372,31.414289,38.41922
ENSRNOG00000004482,0.068543,0.023726,0.047349,0.053072,0.085988,0,0,0.207928,0.058513,0.034156,0.034829,0.134757,0.049709,0.021139,0.118902,0.08644,0.034928,0.019306,0.045819,0,0.095845,0.062854,0,0.019108
ENSRNOG00000004483,0.037994,0.236519,0.25249,0.205927,0.348592,0.195799,0,0.329137,0.251666,0.084946,0.154988,0.478932,0.193786,0.106035,0.2307,0.143506,0.118276,0.032725,0,0,0.431732,0.078679,0.087323,0
ENSRNOG00000004484,20.609397,25.281924,22.258451,26.80539,23.667042,31.312095,6.566478,27.842777,26.961557,28.488549,27.797148,22.884338,30.025977,26.928202,29.032877,27.092586,27.181361,30.020567,21.629118,17.406032,19.756182,24.560779,22.513023,21.275081
ENSRNOG00000004487,0,0,0.075015,0.11812,0,0,0,0,0,0,0,0,0.226469,0.157708,0,0.084648,0,0,0,0,0,0.169514,0,0
ENSRNOG00000004488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043061,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004489,2.794723,2.247442,2.204953,2.623753,1.340769,1.749185,0.976879,4.418676,4.033918,2.656486,2.920202,4.522429,2.925666,2.484591,3.303001,3.95924,1.280585,2.101593,1.807542,0.829946,0.877705,4.362864,2.406564,2.572875
ENSRNOG00000004492,3.624563,3.134812,2.555018,1.692781,2.593749,2.288457,0.048756,4.212242,3.92998,3.841438,2.431985,3.918781,3.955037,3.405566,3.193889,3.424569,1.192458,2.608878,2.046183,0.47346,1.428954,3.450711,3.186938,2.094152
ENSRNOG00000004493,2.496219,1.942696,1.230622,1.146554,1.089186,0.737227,0.147605,1.999438,1.315819,1.362403,1.066762,1.426625,1.302382,1.663075,1.020051,1.233342,0.680491,0.979292,0.498476,1.048923,0.416579,1.835289,1.03605,1.0938
ENSRNOG00000004494,16.212598,16.231477,11.673092,11.038194,10.426237,9.33317,4.878081,11.813037,13.71422,11.268685,10.515351,12.193565,13.403659,11.353657,9.699458,12.813779,7.682092,10.099172,9.133763,4.739749,9.682948,14.159251,12.443432,14.560821
ENSRNOG00000004496,3.974793,3.395489,2.232136,2.182714,3.134824,3.356393,3.596084,4.25116,5.046321,3.865406,3.539341,6.138381,5.369107,3.066341,4.413435,3.878849,1.692372,2.661061,2.224937,2.362384,2.45754,4.218423,2.348373,3.13583
ENSRNOG00000004498,0.36538,0.216524,0,0,0.217372,0.076792,0.088441,0.226029,0.038536,0,0,0.13141,0.190645,0.340905,0,0,0.196903,0,0,0,0,0.108305,0,0.218543
ENSRNOG00000004499,0.433533,0.269448,0.289221,0.067136,0.287863,0.254615,1.24819,0.300175,0.387022,0.899811,0.088997,0.362583,0.446098,0.162958,0.075224,0.489768,0.335069,0.232275,0.176829,0,0,0.060258,0.404352,0.145368
ENSRNOG00000004500,1.615672,1.969139,1.736078,1.396483,1.890948,2.260459,1.972901,1.973228,3.500984,2.323192,3.198604,3.646527,2.077748,1.636877,2.497157,1.169346,0.981522,2.815212,1.37524,2.886491,1.049508,3.261255,2.260721,2.241071
ENSRNOG00000004501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004502,451.156853,303.214417,263.080371,398.695001,151.831793,161.721484,59.979235,173.66625,259.078247,141.154325,135.289642,165.850353,252.8828,358.016261,151.034454,319.546695,218.284079,243.78322,123.300553,87.700761,149.602121,354.51994,171.055286,271.139344
ENSRNOG00000004503,10.624836,8.953576,10.135707,7.312624,7.961561,6.395077,1.526319,10.437429,7.631472,8.405192,9.662253,9.168004,9.411801,8.30698,5.929123,8.143095,5.742807,6.918119,6.468917,4.528291,6.861935,10.11285,5.89683,9.47224
ENSRNOG00000004505,17.219816,8.0339,4.781964,6.926307,1.177001,1.64292,0.315672,6.77593,9.623417,2.157921,4.430637,7.24068,7.76322,10.236497,5.173632,7.093364,1.951687,2.24265,0.909665,0.474719,0.133375,13.395042,3.983371,8.370366
ENSRNOG00000004509,29.395832,21.846321,21.496255,25.512315,22.830689,19.580291,9.935933,30.648443,30.259788,27.791794,29.037224,30.735435,34.39722,30.437657,27.653518,28.549317,22.03381,22.665296,14.85623,15.030653,15.886127,24.84178,28.633978,27.728951
ENSRNOG00000004510,37.266849,26.119315,28.332173,47.289087,18.291001,25.772721,8.961013,23.773769,31.655116,24.996158,20.498836,23.510397,25.234744,45.427322,29.225951,31.585747,26.640595,24.084438,23.277481,19.811199,20.411271,29.269197,15.318854,31.100887
ENSRNOG00000004512,15.057445,17.864491,14.307292,12.635847,10.26603,8.708728,1.780873,15.945067,27.956912,16.403984,13.98253,18.78906,14.213656,14.45805,17.661033,18.375661,7.679326,5.172863,8.172619,4.816163,7.670276,17.882393,17.96606,17.063433
ENSRNOG00000004515,14.866381,19.564558,12.859755,13.603764,10.939184,9.463348,6.9154,18.07142,13.096295,10.737963,19.613108,18.415371,18.763703,13.573167,13.646643,11.015201,13.714857,17.950151,9.777053,7.541723,7.749969,15.034609,14.647592,15.618436
ENSRNOG00000004516,0.584301,0.858527,0.769163,0.113104,0.121708,0.4299,0.165011,0.590419,1.077621,0.471189,0.497271,1.226277,0.675378,0.52207,0.760292,0.413532,0.213776,0.591755,0.06564,0.355394,0.436456,0.336609,0.523898,1.182297
ENSRNOG00000004517,560.793287,501.861932,572.553443,553.89876,490.189662,690.647595,795.551592,622.115581,624.244245,659.892235,706.757868,463.525698,576.304899,590.186101,450.596948,521.406513,586.889233,705.934709,672.548892,741.816924,876.402662,518.083425,681.342394,444.327367
ENSRNOG00000004518,0,0,0,0,0,0,0,0,0.03756,0.02473,0,3.0149,0.148658,0,0.115072,0.093979,0,0,0,0.278504,0,0.03519,0,0
ENSRNOG00000004519,5.033706,3.577813,2.802414,2.185607,2.711043,2.010197,1.146312,4.335025,4.036086,2.615524,3.642754,4.449618,3.797996,2.427628,2.774155,4.416107,1.05617,2.420296,2.008585,1.445536,1.865379,5.048537,2.54508,2.594017
ENSRNOG00000004520,1.321078,1.621202,0.987163,0.815232,1.190301,1.228499,2.676602,2.442271,1.623368,1.088907,1.040962,1.640255,1.882698,1.405364,0.966782,1.31155,0.527202,0.962559,0.684532,0.341417,0.907771,1.546491,0.779688,0.627005
ENSRNOG00000004521,2.524021,2.957377,2.680963,2.026703,3.155093,2.407561,1.029633,6.841933,7.100189,4.176097,2.577028,5.141219,5.355333,4.203656,4.419526,6.396326,1.171064,2.795675,1.448599,0.511846,1.285037,3.876447,2.441305,3.130661
ENSRNOG00000004524,9.139377,4.338901,4.213322,4.859779,2.65888,2.507654,0.886184,4.76796,5.726359,4.300193,4.727053,7.23637,5.190719,5.037097,4.107415,5.816554,2.393155,3.441293,2.898681,2.710571,2.499224,6.971289,2.755502,5.993924
ENSRNOG00000004526,58.541053,64.793822,57.07547,63.91613,63.457847,57.600272,17.160238,59.935252,66.412523,77.936254,71.407348,74.055045,68.842395,57.416232,71.875051,63.772856,51.30904,61.425412,59.817928,47.939824,50.665173,55.132584,70.369472,63.942755
ENSRNOG00000004527,23.327616,8.478427,5.244467,7.742162,8.187655,11.653607,2.253417,14.575932,15.079986,10.710252,14.861742,8.250748,17.406125,16.108364,12.150342,15.765324,10.593907,13.908589,5.297467,3.478,9.960378,13.377924,10.07871,7.668641
ENSRNOG00000004531,0.232361,0,0.097111,0,0.096143,0,0,0.200994,0.608989,0,0.239434,0.290658,0.171688,0.054925,0.20161,0.436706,0,0,0,0,0,0,0.182202,0.097481
ENSRNOG00000004532,0.353211,0.104662,0.083914,0.156278,0.21017,0.037121,0.042749,0.349613,0.260671,0.150213,0.154631,0.211759,0.331629,0.188248,0.437714,0.14283,0,0.219294,0.034024,0,0.090447,0.3838,0,0.71826
ENSRNOG00000004534,0.061868,0,0.051491,0.239521,0.257396,0.818729,0,0.160716,0.091548,0.27592,0,0.20748,0.135815,0.668973,0.34965,0.475394,0.195796,0.433843,0,0,0,0.085696,0,0.084375
ENSRNOG00000004535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004537,19.417646,18.389092,17.161934,12.855996,13.286058,11.11155,4.539384,19.080781,21.827847,14.644536,21.556742,17.870542,20.138257,18.86391,16.044899,22.280284,11.556814,15.342327,12.006522,9.978278,8.498883,19.781357,19.729157,18.144649
ENSRNOG00000004538,6.662145,5.198909,4.449791,3.18285,4.834782,4.456244,4.084494,6.243798,5.927822,6.08398,5.434722,6.203084,6.078226,5.215279,5.450849,6.207216,2.47618,4.088028,3.24621,2.939528,4.0595,5.208121,3.730801,5.257519
ENSRNOG00000004540,0.32756,1.6923,0.137424,0,0.404684,0.598528,0,1.273944,0.619785,0.120382,0.679387,14.274905,0.732378,0.391028,3.126927,0,0.334692,0.931608,1.13308,0.442666,0.873234,0.460239,0,0.275255
ENSRNOG00000004542,1.795566,1.509985,1.250735,0.56363,1.25346,1.339811,1.472839,2.353779,2.281425,0.866992,1.040752,2.089904,1.842165,2.19433,1.30501,0.961688,0.791277,1.010922,0.52334,0.664146,1.11341,1.006426,1.006945,1.340864
ENSRNOG00000004544,30.706756,24.979582,23.761138,22.468334,29.143022,22.64775,8.153576,28.840644,34.150692,33.432942,26.770329,33.105039,34.852316,31.086637,31.961429,34.015453,18.020954,22.665264,17.679578,7.186772,21.569324,25.975213,29.96572,25.684077
ENSRNOG00000004549,8.458329,7.754057,4.504127,4.588096,6.113379,4.738878,5.075325,6.011103,8.95204,5.750302,6.886317,7.780149,7.614656,7.92993,5.83789,5.602199,3.524107,4.601896,3.76101,3.686599,4.630952,8.340488,6.095216,6.748211
ENSRNOG00000004553,16.000861,15.535925,14.308331,24.683442,19.64447,26.419498,22.502157,22.355351,16.246492,20.809797,16.376119,21.130078,14.569179,16.374457,19.223378,23.816454,17.575501,12.317778,19.740836,22.832395,19.96631,14.529586,14.797304,17.043734
ENSRNOG00000004554,3.54943,3.362603,2.597409,1.611065,2.7499,1.799724,0.311034,6.676896,2.670958,4.685576,1.565041,48.847651,2.955142,1.687522,9.449763,1.558003,1.54865,0.857843,2.854128,2.453277,2.886273,1.779931,2.02986,2.870524
ENSRNOG00000004555,15.228995,18.303452,6.129975,4.788081,4.900504,4.715218,24.32101,13.915887,17.532115,5.626077,14.593363,11.741788,16.417862,7.865216,14.762782,8.832679,3.225121,4.604434,3.323689,5.123075,5.084204,20.076924,8.550694,15.785569
ENSRNOG00000004556,9.204116,6.151414,5.821275,5.745841,4.823356,5.059416,3.949261,7.89324,6.423017,4.840341,6.788441,7.168086,8.160289,5.935081,6.652917,6.453541,4.278673,5.702606,4.211569,3.861465,4.237803,7.181901,4.894264,5.100845
ENSRNOG00000004560,0,0,0,0,0,0,0,0,0,0,0,0.063538,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004563,30.343829,17.163758,11.981375,10.513213,5.456719,6.137791,0.556678,13.673032,20.607753,9.289904,13.819292,15.509372,21.055387,16.182771,10.504594,15.41389,3.725933,5.642904,4.360654,2.194031,3.230225,20.797002,8.837353,12.745457
ENSRNOG00000004564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022705,0,0,0,0,0,0,0,0,0
ENSRNOG00000004566,1.328146,1.059527,0.910647,0.9287,0.916429,0.41697,1.38414,1.408151,1.278893,0.658512,1.247158,1.202438,1.038987,1.503648,1.195314,1.591651,0.456869,1.198053,1.155275,1.213818,0.351365,0.967187,0.525944,1.046222
ENSRNOG00000004571,1.709387,1.520278,1.116103,1.134649,1.289826,1.498158,2.241884,1.445712,2.011148,1.000807,2.242484,1.880929,1.661753,1.876487,1.592028,2.073224,0.609423,0.807992,1.314908,1.226645,0.748346,2.080072,0.812426,1.532328
ENSRNOG00000004572,1.309169,2.325529,0.603839,0.702296,1.324317,1.289309,0.76833,2.687965,1.74925,2.092126,1.539944,2.758834,1.914556,1.413042,1.548644,1.596963,0.458827,0.932317,0.899023,0.771351,0.559552,1.360727,1.81871,2.186158
ENSRNOG00000004574,2.212821,2.579599,2.692685,1.877654,3.997897,3.014062,6.139401,4.149629,4.098081,2.916718,3.829404,3.67102,4.301111,3.082973,3.523345,4.524672,3.078983,3.193572,3.377803,3.131503,2.630239,3.53246,3.591472,3.170722
ENSRNOG00000004575,6.969473,3.716509,2.511466,2.892948,3.834309,1.281958,0.49313,3.784148,5.523376,3.321858,3.432303,5.365286,7.151124,4.852006,5.28978,6.323793,1.126916,3.69867,3.373293,0.88091,1.502646,6.456843,3.651502,4.933413
ENSRNOG00000004577,19.135408,18.152373,18.042653,13.924822,9.554757,11.358521,3.564323,19.069055,22.913631,15.551511,18.408604,19.518009,21.469258,18.738659,15.819441,20.909546,10.941836,9.496525,9.220616,9.201759,12.8771,16.871965,12.887472,18.477357
ENSRNOG00000004578,0,0,0,0,0,0,0,0,0,0,0,0.167438,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004581,21.624888,14.358437,12.260854,12.943654,8.896412,8.667131,1.407134,14.226252,18.98014,13.202652,15.615907,14.018851,17.581809,15.342081,13.636472,16.901557,5.510093,8.702207,8.137093,3.438662,5.716642,16.198537,12.407315,13.837195
ENSRNOG00000004582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000004583,0,0,0,0,0,0,0,0,0,0,0,705.323757,0,0,0.94871,0,0,0,0,0,0,0,0,0
ENSRNOG00000004585,0.792788,0.091376,0,0,0,0,0,0.228903,0.25967,0,0.179811,0.295928,0.09638,0.164098,0.076412,0.083148,0,0.076207,0,0,0,0.121713,0,0.184359
ENSRNOG00000004588,3.157324,1.88785,1.740505,1.469899,0.801511,1.561076,0,1.956837,1.743282,2.253297,1.301182,1.88419,2.452889,1.805835,1.178646,2.323553,0.909478,1.223238,1.271431,0.749886,1.376279,2.201558,1.157391,1.270459
ENSRNOG00000004589,0.055367,0.028733,0.022978,0.107176,0.023115,0,0.093843,0.023987,0.020329,0,0,0.27946,0,0,0.144078,0,0.051346,0,0,0,0,0.019082,0.021145,0.069492
