,GC.RM.8672.BT5011.1_quant,GC.RM.8672.BT5011.10_quant,GC.RM.8672.BT5011.11_quant,GC.RM.8672.BT5011.12_quant,GC.RM.8672.BT5011.141_quant,GC.RM.8672.BT5011.142_quant,GC.RM.8672.BT5011.143_quant,GC.RM.8672.BT5011.144_quant,GC.RM.8672.BT5011.145_quant,GC.RM.8672.BT5011.146_quant,GC.RM.8672.BT5011.147_quant,GC.RM.8672.BT5011.148_quant,GC.RM.8672.BT5011.149_quant,GC.RM.8672.BT5011.150_quant,GC.RM.8672.BT5011.151_quant,GC.RM.8672.BT5011.152_quant,GC.RM.8672.BT5011.2_quant,GC.RM.8672.BT5011.3_quant,GC.RM.8672.BT5011.4_quant,GC.RM.8672.BT5011.5_quant,GC.RM.8672.BT5011.6_quant,GC.RM.8672.BT5011.7_quant,GC.RM.8672.BT5011.8_quant,GC.RM.8672.BT5011.9_quant
ENSRNOG00000037710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745843,0,0,0,0,0,0,0,0,0
ENSRNOG00000037711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037712,0,0,0,0,0,0,0,0,0,0,0,0,0.039228,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037715,2.054002,2.195923,1.465457,1.296547,1.465692,2.300395,1.38154,4.595628,3.419379,1.141396,2.414498,2.016113,3.871487,2.680887,1.31498,3.025537,1.056122,1.868679,0.60032,1.372396,0.485149,5.120065,1.541804,2.172859
ENSRNOG00000037718,0,0,0,0,0,0,0,0.043229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037720,0.756318,0.979045,1.735502,0.219604,1.097673,2.011811,1.360811,2.617954,0.915892,1.820472,1.5542,2.291199,2.992072,1.957666,3.362909,1.245428,0.428604,1.44366,0.836958,0.600724,1.069658,0.920827,1.104784,0.792699
ENSRNOG00000037736,0,0,0,0,1.083004,0,0,0,0,0,0.757488,0,0,0.358916,0,0,0,0.826292,0,0,0,0,0,0
ENSRNOG00000037743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037744,0.253098,1.047504,0.146698,0.218217,0.55646,0,0,0,0.339476,0.209284,0,2.427355,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037753,0,0.12493,0,0,0,0,0,0.104433,0,0.043888,0.124492,0,0,0.22854,0,0.34029,0,0,0,0,0,0,0.189614,0
ENSRNOG00000037757,0.099742,0.413096,0.166523,0.231688,0.330705,0.73168,0.675572,0.086304,0.148832,0.812115,0.410213,0.249935,0.220441,0.234958,0.173074,0.562944,0.324191,0,0.408022,0.090488,0.474977,0.555543,0.622608,0.250936
ENSRNOG00000037762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037765,7.235196,4.94271,1.590341,1.760236,0.726425,0.725471,0,2.821726,5.512221,0.471862,3.0166,5.751751,5.252587,3.543618,2.690107,3.968858,0.315756,0.353068,0.550128,0.40803,0,4.802369,2.09659,4.13134
ENSRNOG00000037768,21.194175,14.428332,6.737029,7.374437,3.213348,3.830001,1.929604,12.179158,11.597735,4.154421,9.698941,14.18175,16.406858,12.348789,9.078757,8.939857,5.363467,7.080555,6.820715,1.091122,1.831726,21.020576,14.488347,10.360415
ENSRNOG00000037770,3.487395,2.744487,1.472709,1.454377,1.317698,1.307711,4.237196,1.542975,3.214841,1.68465,2.066022,2.338942,2.934026,2.431174,2.475666,2.851942,1.361262,2.714115,1.620042,0.800963,2.89583,4.238782,1.729812,2.407328
ENSRNOG00000037782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714572,0,0,0,0,0,0,0,0,0
ENSRNOG00000037793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037795,0.449392,0.838041,0.80558,0.284665,1.848782,1.275179,0.596847,1.551043,0.815702,1.54854,0.813456,0.462374,1.121494,0.593989,1.169359,2.580373,0.659097,1.505142,1.205362,0.837347,0.405914,0.726053,0.756226,0.307928
ENSRNOG00000037798,0,0,0,0,0,0,0,0,0,0.203937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232315
ENSRNOG00000037799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037801,0,0,0,0,0,0,0,0,0.038285,0.249179,0,0,0,0.023488,0,0,0,0,0,0,0.131335,0.037743,0,0
ENSRNOG00000037814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037815,18.440301,16.254843,11.031528,11.832446,8.477842,6.004127,2.849722,15.264033,22.547605,12.525176,16.61091,15.137391,17.128933,17.660874,17.206371,16.406511,6.096289,10.192986,5.361395,2.952282,4.13724,28.22797,15.264459,14.320663
ENSRNOG00000037827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037835,0.578459,0.284795,0.057202,0.053188,0,0.050482,0.349097,0.168974,0.0509,0.577856,0.422035,0.416533,0.150979,0.192932,0.169455,0.302551,0.087372,0.060518,0,0,0,0.142859,0.159318,0
ENSRNOG00000037837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037838,0.038008,0.078869,0.189438,0.088287,0.221914,0.223854,0,0.296334,0.279734,0.368238,0.193807,0.287466,0.207818,0.282868,0.131878,0.25123,0,0.13095,0.127788,0,0.159118,0.183654,0.145594,0.318129
ENSRNOG00000037839,0.187235,0.466242,0.124423,0,0.531011,0.137849,0.063462,0.259524,0.523588,0.167458,0.34368,0.56648,0.204512,0.208996,0.389795,0.495063,0,0.128965,0.050355,0.068416,0.291158,0.310166,0.143422,0.094029
ENSRNOG00000037845,0.178915,0,0,0,0.148457,0,0,0.077421,0.199772,0,0,0.224391,0.281144,0.126168,0,0,0,0,0,0,0,0.048346,0,0.058423
ENSRNOG00000037850,154.243462,190.433063,130.425037,174.984851,180.432635,143.171317,70.326083,169.007896,154.299711,181.807164,176.58975,162.949846,169.834112,122.933978,149.150798,190.777358,160.021106,136.12901,160.702152,130.41151,126.51263,152.238041,169.997021,167.519616
ENSRNOG00000037851,5.626292,4.264216,3.42939,2.193127,4.064182,2.585798,1.081409,5.799523,9.242624,5.351895,5.145113,5.129056,6.299079,5.183685,5.266936,7.18291,1.469492,2.399574,1.820657,1.660218,2.127814,5.887607,4.208149,4.517924
ENSRNOG00000037852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
